motif	ID	Name	Species	Class	Family
MA0154.4_EBF1	MA0154.4	EBF1	Homo sapiens	Rel homology region (RHR) factors	Early B-Cell Factor-related factors
MA0162.4_EGR1	MA0162.4	EGR1	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA0598.3_EHF	MA0598.3	EHF	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0473.3_ELF1	MA0473.3	ELF1	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0640.2_ELF3	MA0640.2	ELF3	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0592.3_ESRRA	MA0592.3	ESRRA	Homo sapiens	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)
MA0761.2_ETV1	MA0761.2	ETV1	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0764.2_ETV4	MA0764.2	ETV4	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0765.2_ETV5	MA0765.2	ETV5	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0477.2_FOSL1	MA0477.2	FOSL1	Homo sapiens	Basic leucine zipper factors (bZIP)	Fos-related factors
MA0148.4_FOXA1	MA0148.4	FOXA1	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA0047.3_FOXA2	MA0047.3	FOXA2	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA1103.2_FOXK2	MA1103.2	FOXK2	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA0481.3_FOXP1	MA0481.3	FOXP1	Homo sapiens	Fork head / winged helix factors	Forkhead box (FOX) factors
MA0062.3_GABPA	MA0062.3	GABPA	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0035.4_GATA1	MA0035.4	GATA1	Homo sapiens	Other C4 zinc finger-type factors	GATA-type zinc fingers
MA0482.2_GATA4	MA0482.2	GATA4	Homo sapiens	Other C4 zinc finger-type factors	GATA-type zinc fingers
MA1104.2_GATA6	MA1104.2	GATA6	Homo sapiens	Other C4 zinc finger-type factors	GATA-type zinc fingers
MA1105.2_GRHL2	MA1105.2	GRHL2	Homo sapiens	Grainyhead domain factors	Grainyhead-related factors
MA0043.3_HLF	MA0043.3	HLF	Homo sapiens	Basic leucine zipper factors (bZIP)	C/EBP-related
MA0114.4_HNF4A	MA0114.4	HNF4A	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA0484.2_HNF4G	MA0484.2	HNF4G	Homo sapiens	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
MA0901.2_HOXB13	MA0901.2	HOXB13	Homo sapiens	Homeo domain factors	HOX-related factors
MA0490.2_JUNB	MA0490.2	JUNB	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA0491.2_JUND	MA0491.2	JUND	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA0039.4_KLF4	MA0039.4	KLF4	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA1107.2_KLF9	MA1107.2	KLF9	Homo sapiens	C2H2 zinc finger factors	Three-zinc finger Kruppel-related factors
MA0700.2_LHX2	MA0700.2	LHX2	Homo sapiens	Homeo domain factors	HD-LIM factors
MA0495.3_MAFF	MA0495.3	MAFF	Homo sapiens	Basic leucine zipper factors (bZIP)	Maf-related factors
MA0659.2_MAFG	MA0659.2	MAFG	Homo sapiens	Basic leucine zipper factors (bZIP)	Maf-related factors
MA0496.3_MAFK	MA0496.3	MAFK	Homo sapiens	Basic leucine zipper factors (bZIP)	Maf-related factors
MA0052.4_MEF2A	MA0052.4	MEF2A	Homo sapiens	MADS box factors	Regulators of differentiation
MA0620.3_MITF	MA0620.3	MITF	Homo sapiens	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors
MA1108.2_MXI1	MA1108.2	MXI1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors
MA0499.2_MYOD1	MA0499.2	MYOD1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	MyoD / ASC-related factors
MA0500.2_MYOG	MA0500.2	MYOG	Homo sapiens	Basic helix-loop-helix factors (bHLH)	MyoD / ASC-related factors
MA0056.2_MZF1	MA0056.2	MZF1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0089.2_NFE2L1	MA0089.2	NFE2L1	Homo sapiens	Basic leucine zipper factors (bZIP)	Jun-related factors
MA0025.2_NFIL3	MA0025.2	NFIL3	Homo sapiens	Basic leucine zipper factors (bZIP)	C/EBP-related
MA0502.2_NFYB	MA0502.2	NFYB	Homo sapiens	Heteromeric CCAAT-binding factors	NA
MA0063.2_NKX2-5	MA0063.2	NKX2-5	Homo sapiens	Homeo domain factors	NK-related factors
MA1112.2_NR4A1	MA1112.2	NR4A1	Homo sapiens	Nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)
MA0679.2_ONECUT1	MA0679.2	ONECUT1	Homo sapiens	Homeo domain factors	HD-CUT factors
MA0712.2_OTX2	MA0712.2	OTX2	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA1113.2_PBX2	MA1113.2	PBX2	Homo sapiens	Homeo domain factors	TALE-type homeo domain factors
MA0681.2_PHOX2B	MA0681.2	PHOX2B	Homo sapiens	Homeo domain factors	Paired-related HD factors
MA0782.2_PKNOX1	MA0782.2	PKNOX1	Homo sapiens	Homeo domain factors	TALE-type homeo domain factors
MA0627.2_POU2F3	MA0627.2	POU2F3	Homo sapiens	Homeo domain factors	POU domain factors
MA0508.3_PRDM1	MA0508.3	PRDM1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0509.2_RFX1	MA0509.2	RFX1	Homo sapiens	Fork head / winged helix factors	RFX-related factors
MA0798.2_RFX3	MA0798.2	RFX3	Homo sapiens	Fork head / winged helix factors	RFX-related factors
MA0684.2_RUNX3	MA0684.2	RUNX3	Homo sapiens	Runt domain factors	Runt-related factors
MA0743.2_SCRT1	MA0743.2	SCRT1	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0744.2_SCRT2	MA0744.2	SCRT2	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0745.2_SNAI2	MA0745.2	SNAI2	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0143.4_SOX2	MA0143.4	SOX2	Homo sapiens	High-mobility group (HMG) domain factors	SOX-related factors
MA0080.5_SPI1	MA0080.5	SPI1	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0081.2_SPIB	MA0081.2	SPIB	Homo sapiens	Tryptophan cluster factors	Ets-related factors
MA0829.2_SREBF1(var.2)	MA0829.2	SREBF1(var.2)	Homo sapiens	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors
MA0522.3_TCF3	MA0522.3	TCF3	Homo sapiens	Basic helix-loop-helix factors (bHLH)	E2A-related factors
MA0830.2_TCF4	MA0830.2	TCF4	Homo sapiens	Basic helix-loop-helix factors (bHLH)	E2A-related factors
MA0769.2_TCF7	MA0769.2	TCF7	Homo sapiens	High-mobility group (HMG) domain factors	TCF-7-related factors
MA0090.3_TEAD1	MA0090.3	TEAD1	Homo sapiens	TEA domain factors	TEF-1-related factors
MA0809.2_TEAD4	MA0809.2	TEAD4	Homo sapiens	TEA domain factors	TEF-1-related factors
MA0003.4_TFAP2A	MA0003.4	TFAP2A	Homo sapiens	Basic helix-span-helix factors (bHSH)	AP-2
MA0814.2_TFAP2C(var.2)	MA0814.2	TFAP2C(var.2)	Homo sapiens	Basic helix-span-helix factors (bHSH)	AP-2
MA1123.2_TWIST1	MA1123.2	TWIST1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	Tal-related factors
MA0093.3_USF1	MA0093.3	USF1	Homo sapiens	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors
MA0526.3_USF2	MA0526.3	USF2	Homo sapiens	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors
MA0748.2_YY2	MA0748.2	YY2	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0528.2_ZNF263	MA0528.2	ZNF263	Homo sapiens	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors
MA0609.2_CREM	MA0609.2	CREM	Homo sapiens	Basic leucine zipper factors (bZIP)	CREB-related factors
